Mod:Item:MetaData, Localized Name
pneumaticcraft:plastic:1, Red Plastic
pneumaticcraft:plastic:2, Green Plastic
pneumaticcraft:plastic:3, Brown Plastic
pneumaticcraft:plastic:4, Blue Plastic
pneumaticcraft:plastic:5, Purple Plastic
pneumaticcraft:plastic:6, Cyan Plastic
pneumaticcraft:plastic:7, Light Gray Plastic
pneumaticcraft:plastic:8, Gray Plastic
pneumaticcraft:plastic:9, Pink Plastic
pneumaticcraft:plastic:10, Lime Plastic
pneumaticcraft:plastic:11, Yellow Plastic
pneumaticcraft:plastic:12, Light Blue Plastic
pneumaticcraft:plastic:13, Magenta Plastic
pneumaticcraft:plastic:14, Orange Plastic
pneumaticcraft:plastic:15, White Plastic
pneumaticcraft:air_canister, Air Canister
pneumaticcraft:reinforced_air_canister, Reinforced Air Canister
pneumaticcraft:vortex_cannon, Vortex Cannon
pneumaticcraft:pneumatic_cylinder, Pneumatic Cylinder
pneumaticcraft:pneumatic_helmet, Pneumatic Helmet
pneumaticcraft:pneumatic_chestplate, Pneumatic Chestplate
pneumaticcraft:pneumatic_leggings, Pneumatic Leggings
pneumaticcraft:pneumatic_boots, Pneumatic Boots
pneumaticcraft:manometer, Manometer
pneumaticcraft:turbine_rotor, Turbine Rotor
pneumaticcraft:assembly_program:0, Assembly Program: Drill
pneumaticcraft:assembly_program:1, Assembly Program: Laser
pneumaticcraft:assembly_program:2, Assembly Program: Drill & Laser
pneumaticcraft:empty_pcb:0, Empty PCB
pneumaticcraft:empty_pcb:100, Empty PCB
pneumaticcraft:unassembled_pcb, Unassembled PCB
pneumaticcraft:pcb_blueprint, PCB Blueprint
pneumaticcraft:transistor, Transistor
pneumaticcraft:capacitor, Capacitor
pneumaticcraft:printed_circuit_board, Printed Circuit Board
pneumaticcraft:failed_pcb, Failed PCB
pneumaticcraft:network_component:0, Diagnostic Subroutine
pneumaticcraft:network_component:1, Network API
pneumaticcraft:network_component:2, Network Data Storage
pneumaticcraft:network_component:3, Network IO Port
pneumaticcraft:network_component:4, Network Registry
pneumaticcraft:network_component:5, Network Node
pneumaticcraft:stop_worm, STOP! Worm
pneumaticcraft:nuke_virus, Nuke Virus
pneumaticcraft:compressed_iron_gear, Compressed Iron Gear
pneumaticcraft:pneumatic_wrench, Pneumatic Wrench
pneumaticcraft:drone, Drone
pneumaticcraft:programming_puzzle:1, Red Programming Puzzle
pneumaticcraft:programming_puzzle:2, Green Programming Puzzle
pneumaticcraft:programming_puzzle:3, Brown Programming Puzzle
pneumaticcraft:programming_puzzle:4, Blue Programming Puzzle
pneumaticcraft:programming_puzzle:5, Purple Programming Puzzle
pneumaticcraft:programming_puzzle:6, Cyan Programming Puzzle
pneumaticcraft:programming_puzzle:8, Gray Programming Puzzle
pneumaticcraft:programming_puzzle:9, Pink Programming Puzzle
pneumaticcraft:programming_puzzle:10, Lime Programming Puzzle
pneumaticcraft:programming_puzzle:11, Yellow Programming Puzzle
pneumaticcraft:programming_puzzle:12, Light Blue Programming Puzzle
pneumaticcraft:programming_puzzle:14, Orange Programming Puzzle
pneumaticcraft:programming_puzzle:15, White Programming Puzzle
pneumaticcraft:advanced_pcb, Advanced PCB
pneumaticcraft:remote, Remote
pneumaticcraft:seismic_sensor, Seismic Sensor
pneumaticcraft:logistics_configurator, Logistics Configurator
pneumaticcraft:logistic_drone, Logistic Drone
pneumaticcraft:harvesting_drone, Harvesting Drone
pneumaticcraft:gun_ammo, Minigun Ammo
pneumaticcraft:gun_ammo_incendiary, Incendiary Minigun Ammo
pneumaticcraft:gun_ammo_weighted, Weighted Minigun Ammo
pneumaticcraft:gun_ammo_ap, Armor-Piercing Minigun Ammo
pneumaticcraft:gun_ammo_explosive, Explosive Minigun Ammo
pneumaticcraft:gun_ammo_freezing, Freezing Minigun Ammo
pneumaticcraft:amadron_tablet, Amadron Tablet
pneumaticcraft:minigun, Minigun
pneumaticcraft:camo_applicator, Camouflage Applicator
pneumaticcraft:micromissiles, Micromissiles
pneumaticcraft:volume_upgrade, Volume Upgrade
pneumaticcraft:dispenser_upgrade, Dispenser Upgrade
pneumaticcraft:item_life_upgrade, Item Life Upgrade
pneumaticcraft:entity_tracker_upgrade, Entity Tracker Upgrade
pneumaticcraft:block_tracker_upgrade, Block Tracker Upgrade
pneumaticcraft:speed_upgrade, Speed Upgrade
pneumaticcraft:search_upgrade, Item Search Upgrade
pneumaticcraft:coordinate_tracker_upgrade, Coordinate Tracker Upgrade
pneumaticcraft:range_upgrade, Range Upgrade
pneumaticcraft:security_upgrade, Security Upgrade
pneumaticcraft:magnet_upgrade, Magnet Upgrade
pneumaticcraft:charging_upgrade, Charging Upgrade
pneumaticcraft:armor_upgrade, Armor Upgrade
pneumaticcraft:jet_boots_upgrade, Jet Boots Upgrade
pneumaticcraft:night_vision_upgrade, Night Vision Upgrade
pneumaticcraft:scuba_upgrade, SCUBA Upgrade
pneumaticcraft:creative_upgrade, Creative Supply Upgrade
pneumaticcraft:pressure_tube, Pressure Tube
pneumaticcraft:advanced_pressure_tube, Advanced Pressure Tube
pneumaticcraft:air_compressor, Air Compressor
pneumaticcraft:advanced_air_compressor, Advanced Air Compressor
pneumaticcraft:air_cannon, Air Cannon
pneumaticcraft:pressure_chamber_wall, Pressure Chamber Wall
pneumaticcraft:pressure_chamber_glass, Pressure Chamber Glass
pneumaticcraft:pressure_chamber_valve, Pressure Chamber Valve
pneumaticcraft:charging_station, Charging Station
pneumaticcraft:elevator_base, Elevator Base
pneumaticcraft:elevator_frame, Elevator Frame
pneumaticcraft:pressure_chamber_interface, Pressure Chamber Interface
pneumaticcraft:vacuum_pump, Vacuum Pump
pneumaticcraft:pneumatic_door_base, Pneumatic Door Base
pneumaticcraft:pneumatic_door, Pneumatic Door
pneumaticcraft:assembly_io_unit, Assembly IO Unit
pneumaticcraft:assembly_platform, Assembly Platform
pneumaticcraft:assembly_drill, Assembly Drill
pneumaticcraft:assembly_laser, Assembly Laser
pneumaticcraft:assembly_controller, Assembly Controller
pneumaticcraft:compressed_iron_block, Block of Compressed Iron
pneumaticcraft:uv_light_box, UV Light Box
pneumaticcraft:security_station, Security Station
pneumaticcraft:universal_sensor, Universal Sensor
pneumaticcraft:aerial_interface, Aerial Interface
pneumaticcraft:electrostatic_compressor, Electrostatic Compressor
pneumaticcraft:aphorism_tile, Aphorism Tile
pneumaticcraft:omnidirectional_hopper, Omnidirectional Hopper
pneumaticcraft:liquid_hopper, Liquid Hopper
pneumaticcraft:elevator_caller, Elevator Caller
pneumaticcraft:programmer, Programmer
pneumaticcraft:creative_compressor, Creative Compressor
pneumaticcraft:plastic_mixer, Plastic Mixer
pneumaticcraft:liquid_compressor, Liquid Compressor
pneumaticcraft:advanced_liquid_compressor, Advanced Liquid Compressor
pneumaticcraft:heat_sink, Heat Sink
pneumaticcraft:vortex_tube, Vortex Tube
pneumaticcraft:programmable_controller, Programmable Controller
pneumaticcraft:gas_lift, Gas Lift
pneumaticcraft:refinery, Refinery
pneumaticcraft:thermopneumatic_processing_plant, Thermopneumatic Processing Plant
pneumaticcraft:kerosene_lamp, Kerosene Lamp
pneumaticcraft:sentry_turret, Sentry Turret
pneumaticcraft:flux_compressor, Flux Compressor
pneumaticcraft:pneumatic_dynamo, Pneumatic Dynamo
pneumaticcraft:fake_ice, tile.fake_ice.name
pneumaticcraft:thermal_compressor, Thermal Compressor
pneumaticcraft:drone_interface, Drone Interface
pneumaticcraft:electric_compressor, Electric Compressor
pneumaticcraft:pneumatic_generator, Pneumatic Generator
pneumaticcraft:fluid.etchacid, Etching Acid
pneumaticcraft:fluid.kerosene, Kerosene
pneumaticcraft:fluid.diesel, Diesel
pneumaticcraft:fluid.lubricant, Lubricant
pneumaticcraft:fluid.fuel, Gasoline
pneumaticcraft:fluid.lpg, LPG
pneumaticcraft:fluid.oil, Oil
pneumaticcraft:fluid.plastic, Plastic
pneumaticcraft:logistic_frame_active_provider, Logistic Active Provider Frame
pneumaticcraft:logistic_frame_passive_provider, Logistic Passive Provider Frame
pneumaticcraft:logistic_frame_storage, Logistic Storage Frame
pneumaticcraft:logistic_frame_default_storage, Logistic Default Storage Frame
pneumaticcraft:logistic_frame_requester, Logistic Requester Frame
pneumaticcraft:heat_frame, Heat Frame
pneumaticcraft:spawner_agitator, Spawner Agitator
pneumaticcraft:crop_support, Crop Support
pneumaticcraft:transfer_gadget, Transfer Gadget
pneumaticcraft:safety_tube_module, Safety Tube Module
pneumaticcraft:pressure_gauge_module, Pressure Gauge Tube Module
pneumaticcraft:flow_detector_module, Flow Detector Tube Module
pneumaticcraft:air_grate_module, Air Grate Tube Module
pneumaticcraft:regulator_tube_module, Regulator Tube Module
pneumaticcraft:charging_module, Charging Module
pneumaticcraft:logistics_module, Logistics Module
pneumaticcraft:redstone_module, Redstone Module
xreliquary:altar, tile.altar.name
xreliquary:apothecary_cauldron, tile.apothecary_cauldron.name
xreliquary:apothecary_mortar, tile.apothecary_mortar.name
xreliquary:fertile_lilypad, tile.fertile_lilypad.name
xreliquary:interdiction_torch, tile.interdiction_torch.name
xreliquary:wraith_node, tile.wraith_node.name
xreliquary:pedestal:0, Pedestal
xreliquary:pedestal:1, Pedestal
xreliquary:pedestal:2, Pedestal
xreliquary:pedestal:3, Pedestal
xreliquary:pedestal:4, Pedestal
xreliquary:pedestal:5, Pedestal
xreliquary:pedestal:6, Pedestal
xreliquary:pedestal:7, Pedestal
xreliquary:pedestal:8, Pedestal
xreliquary:pedestal:9, Pedestal
xreliquary:pedestal:10, Pedestal
xreliquary:pedestal:11, Pedestal
xreliquary:pedestal:12, Pedestal
xreliquary:pedestal:13, Pedestal
xreliquary:pedestal:14, Pedestal
xreliquary:pedestal:15, Pedestal
xreliquary:pedestal_passive:0, Pedestal (Display only)
xreliquary:pedestal_passive:1, Pedestal (Display only)
xreliquary:pedestal_passive:2, Pedestal (Display only)
xreliquary:pedestal_passive:3, Pedestal (Display only)
xreliquary:pedestal_passive:4, Pedestal (Display only)
xreliquary:pedestal_passive:5, Pedestal (Display only)
xreliquary:pedestal_passive:6, Pedestal (Display only)
xreliquary:pedestal_passive:7, Pedestal (Display only)
xreliquary:pedestal_passive:8, Pedestal (Display only)
xreliquary:pedestal_passive:9, Pedestal (Display only)
xreliquary:pedestal_passive:10, Pedestal (Display only)
xreliquary:pedestal_passive:11, Pedestal (Display only)
xreliquary:pedestal_passive:12, Pedestal (Display only)
xreliquary:pedestal_passive:13, Pedestal (Display only)
xreliquary:pedestal_passive:14, Pedestal (Display only)
xreliquary:pedestal_passive:15, Pedestal (Display only)
xreliquary:alkahestry_tome, item.alkahestry_tome.name
xreliquary:mob_ingredient:0, Rib Bone
xreliquary:mob_ingredient:1, Withered Rib
xreliquary:mob_ingredient:2, Chelicerae
xreliquary:mob_ingredient:3, Catalyzing Gland
xreliquary:mob_ingredient:4, Slime Pearl
xreliquary:mob_ingredient:5, Bat Wing
xreliquary:mob_ingredient:6, Zombie Heart
xreliquary:mob_ingredient:7, Molten Core
xreliquary:mob_ingredient:8, Eye of the Storm
xreliquary:mob_ingredient:9, Fertile Essence
xreliquary:mob_ingredient:10, Frozen Core
xreliquary:mob_ingredient:11, Nebulous Heart
xreliquary:mob_ingredient:12, Squid Beak
xreliquary:mob_ingredient:13, Infernal Claw
xreliquary:mob_ingredient:14, Kraken Shell Fragment
xreliquary:mob_ingredient:15, Crimson Cloth
xreliquary:mob_ingredient:16, Guardian Spike
xreliquary:mercy_cross, item.mercy_cross.name
xreliquary:angelheart_vial, item.angelheart_vial.name
xreliquary:angelic_feather, item.angelic_feather.name
xreliquary:destruction_catalyst, item.destruction_catalyst.name
xreliquary:emperor_chalice, item.emperor_chalice.name
xreliquary:ender_staff, item.ender_staff.name
xreliquary:fortune_coin, item.fortune_coin.name
xreliquary:glacial_staff, item.glacial_staff.name
xreliquary:glowing_bread, item.glowing_bread.name
xreliquary:glowing_water, item.glowing_water.name
xreliquary:harvest_rod, item.harvest_rod.name
xreliquary:mob_charm_fragment:0, §aZombie Charm Fragment
xreliquary:mob_charm_fragment:1, §aSkeleton Charm Fragment
xreliquary:mob_charm_fragment:2, §aWither Skeleton Charm Fragment
xreliquary:mob_charm_fragment:3, §aCreeper Charm Fragment
xreliquary:mob_charm_fragment:4, §aWitch Charm Fragment
xreliquary:mob_charm_fragment:5, §aZombie Pigman Charm Fragment
xreliquary:mob_charm_fragment:6, §aCave Spider Charm Fragment
xreliquary:mob_charm_fragment:7, §aSpider Charm Fragment
xreliquary:mob_charm_fragment:8, §aEnderman Charm Fragment
xreliquary:mob_charm_fragment:9, §aGhast Charm Fragment
xreliquary:mob_charm_fragment:10, §aSlime Charm Fragment
xreliquary:mob_charm_fragment:11, §aMagma Cube Charm Fragment
xreliquary:mob_charm_fragment:12, §aBlaze Charm Fragment
xreliquary:mob_charm_fragment:13, §aGuardian Charm Fragment
xreliquary:hero_medallion, item.hero_medallion.name
xreliquary:holy_hand_grenade, item.holy_hand_grenade.name
xreliquary:ice_magus_rod, item.ice_magus_rod.name
xreliquary:infernal_chalice, item.infernal_chalice.name
xreliquary:infernal_claws, item.infernal_claws.name
xreliquary:infernal_tear, item.infernal_tear.name
xreliquary:kraken_shell, item.kraken_shell.name
xreliquary:lantern_of_paranoia, item.lantern_of_paranoia.name
xreliquary:magicbane, item.magicbane.name
xreliquary:midas_touchstone, item.midas_touchstone.name
xreliquary:mob_charm:0, §aZombie Charm
xreliquary:mob_charm:0, §aSkeleton Charm
xreliquary:mob_charm:0, §aWither Skeleton Charm
xreliquary:mob_charm:0, §aCreeper Charm
xreliquary:mob_charm:0, §aWitch Charm
xreliquary:mob_charm:0, §aZombie Pigman Charm
xreliquary:mob_charm:0, §aCave Spider Charm
xreliquary:mob_charm:0, §aSpider Charm
xreliquary:mob_charm:0, §aEnderman Charm
xreliquary:mob_charm:0, §aGhast Charm
xreliquary:mob_charm:0, §aSlime Charm
xreliquary:mob_charm:0, §aMagma Cube Charm
xreliquary:mob_charm:0, §aBlaze Charm
xreliquary:mob_charm:0, §aGuardian Charm
xreliquary:mob_charm_belt, item.mob_charm_belt.name
xreliquary:phoenix_down, item.phoenix_down.name
xreliquary:pyromancer_staff, item.pyromancer_staff.name
xreliquary:rending_gale, item.rending_gale.name
xreliquary:rod_of_lyssa, item.rod_of_lyssa.name
xreliquary:salamander_eye, item.salamander_eye.name
xreliquary:serpent_staff, item.serpent_staff.name
xreliquary:shears_of_winter, item.shears_of_winter.name
xreliquary:sojourner_staff, item.sojourner_staff.name
xreliquary:twilight_cloak, item.twilight_cloak.name
xreliquary:void_tear, item.void_tear.name
xreliquary:witch_hat, item.witch_hat.name
xreliquary:witherless_rose, item.witherless_rose.name
xreliquary:bullet:0, Empty Casing
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:2, Exorcism Shot
xreliquary:bullet:3, Blaze Shot
xreliquary:bullet:4, Ender Shot
xreliquary:bullet:5, Concussive Shot
xreliquary:bullet:6, Buster Shot
xreliquary:bullet:7, Seeker Shot
xreliquary:bullet:8, Sand Shot
xreliquary:bullet:9, Storm Shot
xreliquary:magazine:0, Empty Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:2, Exorcism Magazine
xreliquary:magazine:3, Blaze Magazine
xreliquary:magazine:4, Ender Magazine
xreliquary:magazine:5, Concussive Magazine
xreliquary:magazine:6, Buster Magazine
xreliquary:magazine:7, Seeker Magazine
xreliquary:magazine:8, Sand Magazine
xreliquary:magazine:9, Storm Magazine
xreliquary:gun_part:0, Grip Assembly
xreliquary:gun_part:1, Barrel Assembly
xreliquary:gun_part:2, Hammer Assembly
xreliquary:handgun, item.handgun.name
xreliquary:attraction_potion, item.attraction_potion.name
xreliquary:fertile_potion, item.fertile_potion.name
xreliquary:potion:0, Condensed Potion Vial
xreliquary:tipped_arrow, Tipped Arrow
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
stygian:endlog, Wyrmwood Log
stygian:endplanks, Wyrmwood Planks
stygian:endleaves, Wyrmwood Leaves
stygian:endgrass, Stygian Grass
stygian:endtallgrass, Stygian Tall Grass
stygian:endglow, Enbiotic
stygian:endcanopysapling, Wyrmwood Sapling
stygian:endvine, Stygian Creeper
stygian:endobsidian, Porphyry
stygian:endmagma, Leachstone
stygian:endcactus, Hawthorn
stygian:endacid, Stygian Acid
supersoundmuffler:sound_muffler_bauble, Super Sound Muffler
supersoundmuffler:sound_muffler, Super Sound Muffler
